x;y;z
-0.00130374;0.00639658;-0.00114559
-0.00131425;0.00644781;-0.00115453
-0.00132479;0.00649925;-0.00116351
-0.00133538;0.00655089;-0.00117251
-0.00134601;0.00660273;-0.00118155
-0.00135668;0.00665477;-0.00119063
-0.0013674;0.00670702;-0.00119973
-0.00137816;0.00675946;-0.00120887
-0.00138896;0.00681211;-0.00121804
-0.0013998;0.00686497;-0.00122724
-0.00141068;0.00691802;-0.00123648
-0.00142161;0.00697128;-0.00124574
-0.00143258;0.00702474;-0.00125504
-0.00144359;0.0070784;-0.00126437
-0.00145464;0.00713226;-0.00127374
-0.00146574;0.00718632;-0.00128313
-0.00147687;0.00724059;-0.00129256
-0.00148805;0.00729506;-0.00130202
-0.00149927;0.00734973;-0.00131151
-0.00151054;0.0074046;-0.00132104
-0.00152184;0.00745968;-0.00133059
-0.00153319;0.00751496;-0.00134018
-0.00154458;0.00757044;-0.0013498
-0.00155602;0.00762612;-0.00135945
-0.00156749;0.007682;-0.00136914
-0.00157901;0.00773809;-0.00137885
-0.00159057;0.00779437;-0.0013886
-0.00160217;0.00785086;-0.00139838
-0.00161381;0.00790755;-0.00140819
-0.0016255;0.00796444;-0.00141804
-0.00163723;0.00802154;-0.00142791
-0.001649;0.00807883;-0.00143782
-0.00166081;0.00813633;-0.00144776
-0.00167266;0.00819403;-0.00145773
-0.00168456;0.00825193;-0.00146773
-0.0016965;0.00831004;-0.00147777
-0.00170848;0.00836834;-0.00148783
-0.00172051;0.00842685;-0.00149793
-0.00173257;0.00848555;-0.00150806
-0.00174468;0.00854446;-0.00151822
-0.00175683;0.00860357;-0.00152841
-0.00176902;0.00866289;-0.00153864
-0.00178126;0.0087224;-0.00154889
-0.00179354;0.00878211;-0.00155918
-0.00180586;0.00884203;-0.0015695
-0.00181822;0.00890215;-0.00157985
-0.00183062;0.00896247;-0.00159023
-0.00184307;0.00902299;-0.00160064
-0.00185555;0.00908371;-0.00161109
-0.00186809;0.00914464;-0.00162156
-0.00188066;0.00920576;-0.00163207
